Initial,Modified,Delta
6.534235,6.0631914,-0.4710436
7.342179,6.8665767,-0.4756023
7.342179,6.8665767,-0.4756023
7.342179,6.8665767,-0.4756023
7.2602735,6.783396,-0.4768775
6.3716316,5.8945594,-0.4770722
7.352676,6.8755946,-0.4770814
6.865873,6.3887396,-0.4771334
6.758796,6.2636423,-0.4951537
6.9777594,6.454248,-0.5235114
7.389746,6.8469124,-0.5428336
7.3996353,6.844121,-0.5555143
7.8025694,7.2378173,-0.5647521
7.3298483,6.7579412,-0.5719071
6.818054,6.2417865,-0.5762675
6.648942,6.057975,-0.590967
6.6011443,5.995926,-0.6052183
7.4092264,6.7554526,-0.6537738
6.938287,6.267201,-0.671086
7.4139285,6.7358165,-0.678112
6.915101,6.234931,-0.68017
6.7718234,6.0406227,-0.7312007
6.8999643,6.119173,-0.7807913
6.7724795,5.97587,-0.7966095
7.264195,6.4515,-0.812695
7.274815,6.457679,-0.817136
7.191944,6.34393,-0.848014
6.9111447,5.9086914,-1.0024533
7.287881,6.2457213,-1.0421597
