Initial,Modified,Delta
7.176612,7.095809,-0.080803
6.544106,6.4631615,-0.0809445
6.7144256,6.631661,-0.0827646
6.9774785,6.893578,-0.0839005
6.4102917,6.3255553,-0.0847364
6.265564,6.180691,-0.084873
6.8225484,6.7369366,-0.0856118
7.2046804,7.118513,-0.0861674
6.3236003,6.2359114,-0.0876889
7.5677004,7.4799805,-0.0877199
7.6534777,7.565525,-0.0879527
7.254564,7.166061,-0.088503
7.4155254,7.3257866,-0.0897388
7.3973684,7.3074327,-0.0899357
5.452267,5.361724,-0.090543
6.6648254,6.5731716,-0.0916538
7.3239512,7.2321024,-0.0918488
6.771666,6.678811,-0.092855
6.472586,6.379615,-0.092971
6.1284637,6.035263,-0.0932007
6.866141,6.7705917,-0.0955493
7.0595326,6.9638104,-0.0957222
5.8990793,5.80168,-0.0973993
7.161423,7.0639877,-0.0974353
6.6038117,6.5063534,-0.0974583
6.6622386,6.5647006,-0.097538
6.7672405,6.668897,-0.0983435
6.1295457,6.029249,-0.1002967
7.1717463,7.071387,-0.1003593
7.1687756,7.0675387,-0.1012369
7.2633786,7.1616225,-0.1017561
7.0852284,6.983345,-0.1018834
6.981211,6.8793273,-0.1018837
7.1566186,7.054571,-0.1020476
7.3599877,7.257234,-0.1027537
6.814946,6.711325,-0.103621
5.5379567,5.4338026,-0.1041541
5.8852262,5.7798514,-0.1053748
6.7746572,6.6692514,-0.1054058
6.540273,6.4341755,-0.1060975
6.549688,6.4430766,-0.1066114
7.191697,7.084366,-0.107331
7.341512,7.233764,-0.107748
6.7120366,6.604086,-0.1079506
6.7534266,6.6432824,-0.1101442
6.659823,6.549667,-0.110156
6.7815523,6.6708064,-0.1107459
7.0896626,6.978877,-0.1107856
6.678246,6.567119,-0.111127
6.9997416,6.887653,-0.1120886
6.765001,6.650897,-0.114104
6.5985594,6.484169,-0.1143904
6.3373585,6.2218714,-0.1154871
6.1504087,6.034659,-0.1157497
6.110483,5.992497,-0.117986
6.421205,6.3023458,-0.1188592
5.7743583,5.6548977,-0.1194606
6.1818337,6.0619645,-0.1198692
6.5649776,6.4443765,-0.1206011
7.2858524,7.16472,-0.1211324
6.69014,6.5682263,-0.1219137
7.342703,7.219915,-0.122788
6.937022,6.813823,-0.123199
7.0246773,6.9009266,-0.1237507
6.1140213,5.988858,-0.1251633
7.1390867,7.012157,-0.1269297
6.121481,5.9944787,-0.1270023
6.5282955,6.4009457,-0.1273498
7.06398,6.9364643,-0.1275157
6.0531015,5.924948,-0.1281535
6.321997,6.193816,-0.128181
6.228823,6.1000834,-0.1287396
7.166909,7.037466,-0.129443
6.5697117,6.4398975,-0.1298142
6.2596297,6.1297054,-0.1299243
6.964789,6.8344555,-0.1303335
6.7195163,6.588257,-0.1312593
6.1864834,6.054626,-0.1318574
6.356937,6.2249403,-0.1319967
6.7094173,6.574754,-0.1346633
7.0399866,6.904668,-0.1353186
6.417034,6.280586,-0.136448
6.6853237,6.5485916,-0.1367321
7.1832776,7.04622,-0.1370576
6.239924,6.102611,-0.137313
6.5187235,6.3812885,-0.137435
7.0870748,6.9482822,-0.1387926
6.3905244,6.2508945,-0.1396299
7.1420016,7.0007563,-0.1412453
6.559221,6.4165244,-0.1426966
6.8622255,6.7188015,-0.143424
6.6605177,6.5168896,-0.1436281
7.240516,7.096473,-0.144043
6.366787,6.222003,-0.144784
7.0300403,6.8850055,-0.1450348
6.6477914,6.5011635,-0.1466279
6.916515,6.769885,-0.14663
6.4634213,6.316591,-0.1468303
6.2344923,6.0876293,-0.146863
6.842917,6.6959867,-0.1469303
7.121446,6.97401,-0.147436
6.2957377,6.146429,-0.1493087
6.7665367,6.616547,-0.1499897
6.9455214,6.7948704,-0.150651
6.9674845,6.8163657,-0.1511188
6.524018,6.371295,-0.152723
6.4025836,6.249502,-0.1530816
7.0903325,6.93718,-0.1531525
6.60544,6.448842,-0.156598
6.2886605,6.1314125,-0.157248
7.466606,7.309343,-0.157263
6.650136,6.4922485,-0.1578875
6.0010824,5.8427215,-0.1583609
6.630372,6.4718704,-0.1585016
6.492229,6.33369,-0.158539
6.951953,6.7931347,-0.1588183
7.064825,6.9059763,-0.1588487
7.076851,6.917897,-0.158954
7.4435244,7.284087,-0.1594374
6.082154,5.922588,-0.159566
7.719989,7.5601287,-0.1598603
6.2965155,6.1361585,-0.160357
6.731597,6.5705814,-0.1610156
6.455199,6.2933927,-0.1618063
6.9208355,6.7583737,-0.1624618
7.2164803,7.051488,-0.1649923
7.2131824,7.0477695,-0.1654129
7.1681986,7.001918,-0.1662806
7.2789454,7.1121836,-0.1667618
7.3639503,7.196731,-0.1672193
6.698955,6.529582,-0.169373
6.5783916,6.40826,-0.1701316
6.113194,5.9429092,-0.1702848
6.5879054,6.4172053,-0.1707001
6.6271744,6.45477,-0.1724044
7.256023,7.083168,-0.172855
6.342833,6.1692567,-0.1735763
6.834064,6.660378,-0.173686
7.5580406,7.3843317,-0.1737089
6.847818,6.6732306,-0.1745874
5.9729114,5.7982187,-0.1746927
7.17828,7.0035763,-0.1747037
6.910007,6.735118,-0.174889
6.7855406,6.609555,-0.1759856
6.2616634,6.085211,-0.1764524
6.9042654,6.7263722,-0.1778932
7.6167083,7.437626,-0.1790823
6.682005,6.5026894,-0.1793156
6.291456,6.1116242,-0.1798318
6.960963,6.781127,-0.179836
6.2754507,6.094901,-0.1805497
6.686015,6.5039444,-0.1820706
6.3954554,6.212821,-0.1826344
7.0761714,6.892784,-0.1833874
6.759867,6.576369,-0.183498
6.9330945,6.7490525,-0.184042
6.81839,6.6342645,-0.1841255
6.859151,6.6743436,-0.1848074
7.717402,7.5312877,-0.1861143
6.2459188,6.057405,-0.1885138
6.8244066,6.635711,-0.1886956
6.4701915,6.2814,-0.1887915
6.934745,6.7454367,-0.1893083
7.0099773,6.820464,-0.1895133
7.373489,7.183654,-0.189835
5.9000516,5.7062197,-0.1938319
7.759208,7.5650387,-0.1941693
6.760091,6.56292,-0.197171
7.1246796,6.926873,-0.1978066
6.938044,6.737686,-0.200358
6.429508,6.2290945,-0.2004135
6.6257334,6.4227033,-0.2030301
6.669622,6.466517,-0.203105
6.960445,6.755795,-0.20465
6.399743,6.1945057,-0.2052373
7.185313,6.978199,-0.207114
6.3716316,6.1632676,-0.208364
6.812993,6.6042724,-0.2087206
6.837719,6.628619,-0.2091
7.393741,7.1819563,-0.2117847
7.0648026,6.852197,-0.2126056
7.408138,7.1941543,-0.2139837
6.8887715,6.674709,-0.2140625
6.1951413,5.980865,-0.2142763
6.6025352,6.388059,-0.2144762
6.8926105,6.677308,-0.2153025
5.730277,5.5127864,-0.2174906
6.3706713,6.1512,-0.2194713
6.892558,6.6724,-0.220158
6.917784,6.6959505,-0.2218335
6.5260825,6.3039227,-0.2221598
6.3857102,6.1620755,-0.2236347
6.897697,6.672823,-0.224874
6.4016514,6.1766877,-0.2249637
6.7766485,6.548383,-0.2282655
6.8700304,6.6415305,-0.2284999
7.166476,6.9368935,-0.2295825
6.3325377,6.102637,-0.2299007
7.263376,7.0333657,-0.2300103
6.771721,6.5378103,-0.2339107
6.924945,6.6904354,-0.2345096
6.3617697,6.1260915,-0.2356782
7.1641364,6.927851,-0.2362854
6.230328,5.993104,-0.237224
6.5876093,6.350146,-0.2374633
7.271386,7.032726,-0.23866
7.630928,7.390628,-0.2403
6.966744,6.72597,-0.240774
6.706655,6.465354,-0.241301
6.88665,6.645171,-0.241479
6.806627,6.564922,-0.241705
7.078641,6.835958,-0.242683
6.231317,5.988357,-0.24296
6.6278286,6.384624,-0.2432046
7.054957,6.811394,-0.243563
7.5048685,7.2607846,-0.2440839
6.85411,6.609023,-0.245087
7.7084146,7.462938,-0.2454766
6.5744963,6.328893,-0.2456033
6.4429502,6.196871,-0.2460792
6.927623,6.6802692,-0.2473538
6.6973805,6.4481006,-0.2492799
6.5052156,6.255654,-0.2495616
7.021957,6.771312,-0.250645
6.945499,6.6945705,-0.2509285
7.2602735,7.008949,-0.2513245
7.018753,6.7674046,-0.2513484
6.47226,6.220647,-0.251613
6.8717337,6.6189733,-0.2527604
6.4833145,6.229659,-0.2536555
7.009527,6.7541165,-0.2554105
6.933128,6.6772103,-0.2559177
7.6161113,7.359235,-0.2568763
6.858969,6.601852,-0.257117
6.957121,6.6998677,-0.2572533
6.907833,6.6491117,-0.2587213
6.5450597,6.285713,-0.2593467
6.648942,6.3889976,-0.2599444
6.6411753,6.3809066,-0.2602687
5.8805265,5.6199355,-0.260591
5.8805265,5.6199355,-0.260591
6.7697363,6.507414,-0.2623223
7.102665,6.8400955,-0.2625695
6.8992186,6.6360016,-0.263217
6.368027,6.1047974,-0.2632296
6.8546214,6.5912943,-0.2633271
6.959144,6.695361,-0.263783
6.9450936,6.680384,-0.2647096
6.750657,6.4855394,-0.2651176
6.6021924,6.33692,-0.2652724
7.255399,6.9895124,-0.2658866
7.5109305,7.244066,-0.2668645
6.8272505,6.557693,-0.2695575
6.848341,6.5761766,-0.2721644
6.707544,6.435209,-0.272335
6.6585765,6.385786,-0.2727905
6.9280715,6.653064,-0.2750075
6.2032557,5.928059,-0.2751967
7.389341,7.113002,-0.276339
7.5760407,7.298535,-0.2775057
7.3393507,7.061038,-0.2783127
7.856521,7.5770726,-0.2794484
6.9844584,6.704126,-0.2803324
6.9158163,6.635457,-0.2803593
7.054454,6.7740335,-0.2804205
7.147326,6.866268,-0.281058
7.6803913,7.3981624,-0.2822289
6.8440256,6.560281,-0.2837446
7.6401644,7.355916,-0.2842484
7.0516763,6.7670474,-0.2846289
6.83319,6.5481267,-0.2850633
7.020071,6.7305217,-0.2895493
7.3951263,7.105244,-0.2898823
6.638484,6.348249,-0.290235
6.7343364,6.4431877,-0.2911487
7.2234006,6.930903,-0.2924976
7.0109167,6.718217,-0.2926997
7.7206473,7.426795,-0.2938523
7.0632377,6.768122,-0.2951157
7.3774567,7.08111,-0.2963467
7.098686,6.802225,-0.296461
6.0294514,5.732942,-0.2965094
6.2872896,5.9905972,-0.2966924
7.153732,6.853111,-0.300621
6.596091,6.2943554,-0.3017356
7.121603,6.81939,-0.302213
6.966012,6.6627827,-0.3032293
7.1744013,6.870878,-0.3035233
6.9759045,6.6723714,-0.3035331
7.293035,6.9879565,-0.3050785
6.938772,6.633615,-0.305157
6.8856773,6.5790963,-0.306581
7.614573,7.3077316,-0.3068414
6.7550025,6.446815,-0.3081875
6.6217566,6.312956,-0.3088006
6.612067,6.3031874,-0.3088796
6.584486,6.274854,-0.309632
6.756599,6.4462247,-0.3103743
6.915101,6.604695,-0.310406
7.029125,6.7181973,-0.3109277
7.3953905,7.0828543,-0.3125362
6.922351,6.6095004,-0.3128506
7.1012697,6.787899,-0.3133707
6.5864835,6.2724295,-0.314054
7.6183004,7.3032227,-0.3150777
7.18301,6.8665957,-0.3164143
6.631493,6.3146873,-0.3168057
6.9714866,6.6537967,-0.3176899
7.3882675,7.0700946,-0.3181729
7.1163397,6.7973332,-0.3190065
7.1923943,6.8715568,-0.3208375
6.793164,6.4721055,-0.3210585
7.1143136,6.7930884,-0.3212252
6.2961907,5.973912,-0.3222787
6.769312,6.444335,-0.324977
7.0870943,6.762076,-0.3250183
7.0996904,6.774285,-0.3254054
6.706655,6.3801565,-0.3264985
7.374709,7.047221,-0.327488
7.127278,6.7990975,-0.3281805
6.4487433,6.1199703,-0.328773
6.5940804,6.2639055,-0.3301749
5.714459,5.383429,-0.33103
7.0563817,6.7244577,-0.331924
7.4106402,7.0774975,-0.3331427
6.732351,6.395326,-0.337025
6.5013666,6.1621585,-0.3392081
6.9045897,6.564802,-0.3397877
7.0739985,6.7338963,-0.3401022
7.239941,6.8980417,-0.3418993
7.201928,6.859472,-0.342456
6.858882,6.513705,-0.345177
7.1107416,6.7653365,-0.3454051
6.834615,6.488367,-0.346248
7.1262627,6.7764635,-0.3497992
6.4971147,6.1452694,-0.3518453
6.9725704,6.620483,-0.3520874
7.183836,6.8316545,-0.3521815
6.42533,6.072587,-0.352743
7.034624,6.681589,-0.353035
6.4269695,6.0734468,-0.3535227
6.5913386,6.23703,-0.3543086
7.1438975,6.7895765,-0.354321
6.700293,6.3440857,-0.3562073
7.4230895,7.062453,-0.3606365
6.463245,6.102038,-0.361207
6.6524568,6.290982,-0.3614748
6.884025,6.5200696,-0.3639554
6.4868364,6.122719,-0.3641174
6.6453304,6.2788534,-0.366477
7.3917603,7.0242457,-0.3675146
7.760269,7.3907895,-0.3694795
7.71683,7.345165,-0.371665
7.709612,7.336796,-0.372816
6.578429,6.2045116,-0.3739174
6.758796,6.3838964,-0.3748996
6.108509,5.7304664,-0.3780426
7.0204954,6.641265,-0.3792304
6.668038,6.286678,-0.38136
6.908518,6.527112,-0.381406
7.721045,7.333045,-0.388
5.95894,5.5691514,-0.3897886
6.7830524,6.390162,-0.3928904
6.8065047,6.4126105,-0.3938942
6.681726,6.286517,-0.395209
7.663214,7.2665305,-0.3966835
7.6722436,7.2753167,-0.3969269
6.6028733,6.2043166,-0.3985567
6.7185745,6.3193283,-0.3992462
7.133995,6.733708,-0.400287
6.873273,6.469693,-0.40358
6.514253,6.110348,-0.403905
6.3676224,5.9614615,-0.4061609
7.148806,6.741373,-0.407433
7.130791,6.721577,-0.409214
7.1892815,6.7771544,-0.4121271
7.42406,7.011678,-0.412382
7.239604,6.827169,-0.412435
6.932408,6.518485,-0.413923
6.5399203,6.1241918,-0.4157285
6.791177,6.3719287,-0.4192483
6.4522996,6.030743,-0.4215566
7.5222964,7.1002626,-0.4220338
6.71986,6.2962303,-0.4236297
7.253576,6.828269,-0.425307
7.03977,6.613329,-0.426441
6.7844253,6.357902,-0.4265233
7.0556602,6.628,-0.4276602
6.98425,6.5565524,-0.4276976
6.727264,6.2981763,-0.4290877
6.6844683,6.2548976,-0.4295707
7.2688713,6.836656,-0.4322153
6.522127,6.088292,-0.433835
6.4174433,5.98281,-0.4346333
6.4983177,6.055501,-0.4428167
7.113473,6.668114,-0.445359
6.9626985,6.516965,-0.4457335
6.8402505,6.3939304,-0.4463201
6.8767138,6.428852,-0.4478618
6.818054,6.3688188,-0.4492352
7.179066,6.7286315,-0.4504345
6.519552,6.0661993,-0.4533527
6.601539,6.1457257,-0.4558133
6.657787,6.199198,-0.458589
7.090477,6.6316695,-0.4588075
7.4148445,6.9545774,-0.4602671
7.193446,6.7325716,-0.4608744
6.8932633,6.4322863,-0.460977
6.9640484,6.502655,-0.4613934
7.064532,6.6005445,-0.4639875
6.897245,6.4305563,-0.4666887
7.04105,6.573189,-0.467861
7.323474,6.8537564,-0.4697176
6.819641,6.348844,-0.470797
7.7467303,7.274772,-0.4719583
7.106157,6.631616,-0.474541
6.865873,6.3887396,-0.4771334
7.287881,6.8095922,-0.4782888
7.041539,6.563166,-0.478373
7.3273273,6.8452015,-0.4821258
7.096267,6.6134534,-0.4828136
6.9514613,6.465094,-0.4863673
6.6825566,6.1915746,-0.490982
6.7352176,6.2431836,-0.492034
6.839695,6.342254,-0.497441
6.8089666,6.308292,-0.5006746
7.2922044,6.7913675,-0.5008369
7.000631,6.4946303,-0.5060007
7.1501784,6.643758,-0.5064204
7.3996353,6.886871,-0.5127643
6.9777594,6.4598355,-0.5179239
6.508935,5.9899893,-0.5189457
6.534235,6.014729,-0.519506
7.2350245,6.712783,-0.5222415
6.7177663,6.1952143,-0.522552
7.435505,6.9064116,-0.5290934
7.0611377,6.5279174,-0.5332203
7.1076713,6.5697675,-0.5379038
6.821082,6.2813993,-0.5396827
6.891827,6.345091,-0.546736
7.0947127,6.547474,-0.5472387
6.7413774,6.1911964,-0.550181
7.0303154,6.4774027,-0.5529127
7.7062044,7.147362,-0.5588424
7.0259995,6.46707,-0.5589295
6.7628183,6.2032437,-0.5595746
6.920053,6.3562293,-0.5638237
7.0973077,6.5330153,-0.5642924
6.938287,6.373407,-0.56488
7.469705,6.900958,-0.568747
7.1049867,6.5350227,-0.569964
7.0516815,6.4770546,-0.5746269
7.247823,6.671932,-0.575891
6.8457136,6.269256,-0.5764576
6.906521,6.327836,-0.578685
7.174613,6.5956097,-0.5790033
7.289061,6.709605,-0.579456
7.184353,6.600606,-0.583747
7.0736856,6.4810853,-0.5926003
6.52162,5.92496,-0.59666
7.2066827,6.6088214,-0.5978613
7.417466,6.8193793,-0.5980867
6.875532,6.275487,-0.600045
7.6921406,7.0903997,-0.6017409
7.1033335,6.5008492,-0.6024843
7.010157,6.4030986,-0.6070584
7.343933,6.7329054,-0.6110276
7.849102,7.2376146,-0.6114874
7.0258975,6.411653,-0.6142445
7.062607,6.4470425,-0.6155645
7.359923,6.742174,-0.617749
7.0997987,6.477188,-0.6226107
6.8166804,6.1931777,-0.6235027
7.1395288,6.5160103,-0.6235185
7.1395288,6.5160103,-0.6235185
7.2909474,6.665605,-0.6253424
7.884181,7.25609,-0.628091
6.8999643,6.2697616,-0.6302027
6.9282937,6.2863207,-0.641973
6.9207945,6.272512,-0.6482825
6.799833,6.1469026,-0.6529304
7.3550367,6.700513,-0.6545237
7.7913513,7.1358223,-0.655529
7.8431835,7.1855965,-0.657587
6.569466,5.907147,-0.662319
7.1634007,6.479842,-0.6835587
7.1989236,6.496,-0.7029236
6.884995,6.1798687,-0.7051263
6.7898464,6.076738,-0.7131084
7.103035,6.380105,-0.72293
6.961896,6.231435,-0.730461
7.923201,7.191362,-0.731839
7.2635655,6.5316114,-0.7319541
7.178657,6.4314857,-0.7471713
7.342179,6.594072,-0.748107
7.0708823,6.318065,-0.7528173
7.015884,6.256968,-0.758916
6.9553432,6.195515,-0.7598282
7.0914083,6.3292975,-0.7621108
7.1070747,6.3372855,-0.7697892
7.1903415,6.414283,-0.7760585
7.035301,6.2541924,-0.7811086
7.141302,6.359996,-0.781306
6.942364,6.1595993,-0.7827647
7.389746,6.601289,-0.788457
7.33789,6.5466433,-0.7912467
7.4092264,6.5977974,-0.811429
6.7718234,5.957988,-0.8138354
6.9344,6.1033063,-0.8310937
7.0479302,6.19266,-0.8552702
7.077091,6.2110167,-0.8660743
7.0724854,6.203116,-0.8693694
6.7724795,5.8034844,-0.9689951
7.0982056,6.092003,-1.0062026
7.342179,6.326985,-1.015194
7.331008,6.2733045,-1.0577035
7.5912085,6.5241566,-1.0670519
7.2387247,6.1202955,-1.1184292
7.2894588,6.165435,-1.1240238
